TaxonomyID,TaxonomyName,TaxonomyRank,sample1,sample2,sample3,sample4,sample5,sample6,sample7,sample8
236501,uncultured Methylococcus sp.,species,1,0,1,0,1,0,1,0
184023,uncultured soil crust cyanobacterium,species,2,0,2,0,2,0,2,0
565225,uncultured Verminephrobacter sp.,species,1,0,1,0,1,0,1,0
538999,Clostridiales incertae sedis,no rank,18,7,18,7,18,7,18,7
580225,Comamonadaceae bacterium OTSz_M_221,species,1,0,1,0,1,0,1,0
119859,Microchaetaceae,family,1,0,1,0,1,0,1,0
930142,Microbacterium sp. A95(2010),species,1,0,1,0,1,0,1,0
427925,Dethiobacter,genus,4,0,4,0,4,0,4,0
958,Bdellovibrio,genus,4,0,4,0,4,0,4,0
169976,uncultured Sphingomonadaceae bacterium,species,18,0,18,0,18,0,18,0
519953,Brevibacterium sp. CC-SN15-10,species,7,0,7,0,7,0,7,0
214040,uncultured Chloroflexus sp.,species,3,0,3,0,3,0,3,0
61015,Staphylococcus succinus,species,1,0,1,0,1,0,1,0
135063,Leptotrichia-like sp. oral clone BB002,species,4,0,4,0,4,0,4,0
167972,uncultured Enterococcus sp.,species,31,0,31,0,31,0,31,0
498724,uncultured Derxia sp.,species,1,0,1,0,1,0,1,0
117564,Granulicatella sp. M658/99/3,species,1,0,1,0,1,0,1,0
190304,Fusobacterium nucleatum subsp. nucleatum ATCC 25586,no rank,1,0,1,0,1,0,1,0
1747,Propionibacterium acnes,species,20,0,20,0,20,0,20,0
380048,uncultured Modestobacter sp.,species,1,0,1,0,1,0,1,0
194844,uncultured Acidobacteriaceae bacterium,species,10,0,10,0,10,0,10,0
1046117,Oceaniovalibus guishaninsula,species,1,0,1,0,1,0,1,0
1126843,Cedecea sp. RH-17,species,1,0,1,0,1,0,1,0
522600,uncultured Catellibacterium sp.,species,1,0,1,0,1,0,1,0
173972,environmental samples,no rank,2,0,2,0,2,0,2,0
1150,Oscillatoriales,order,163,6,163,6,163,6,163,6
654418,Psychrobacter sp. SYMS-2-29-1-1,species,1,0,1,0,1,0,1,0
84642,Aeromonadaceae,family,16,0,16,0,16,0,16,0
1071538,Massilia sp. MCC-S,species,1,0,1,0,1,0,1,0
156406,uncultured spirochete,species,4,0,4,0,4,0,4,0
48075,Marinobacterium,genus,2,0,2,0,2,0,2,0
170016,uncultured Hymenobacter sp.,species,13,0,13,0,13,0,13,0
129696,environmental samples,no rank,62,0,62,0,62,0,62,0
668610,Methylobacterium sp. NBCS20,species,6,0,6,0,6,0,6,0
134229,environmental samples,no rank,14,0,14,0,14,0,14,0
82380,Microbacterium oxydans,species,5,0,5,0,5,0,5,0
1036325,Staphylococcus sp. CIFRI P-TSB-4,species,0,1,0,1,0,1,0,1
1337,Streptococcus hyointestinalis,species,2,0,2,0,2,0,2,0
100468,Lactobacillus perolens,species,1,0,1,0,1,0,1,0
74829,Pseudomonas balearica,species,1,0,1,0,1,0,1,0
200783,Aquificae,phylum,4,0,4,0,4,0,4,0
657350,Pseudomonas sp. x10(2009),species,1,0,1,0,1,0,1,0
1207070,Oceaniovalibus,genus,1,0,1,0,1,0,1,0
46352,Agrococcus,genus,6,0,6,0,6,0,6,0
189778,Nitrospirales,order,4,0,4,0,4,0,4,0
259939,environmental samples,no rank,1,0,1,0,1,0,1,0
207829,uncultured Nitrosomonadaceae bacterium,species,51,0,51,0,51,0,51,0
259942,uncultured Prochloron sp.,species,1,0,1,0,1,0,1,0
134623,Opitutaceae,family,6,1,6,1,6,1,6,1
85000,Sphaerobacteridae,subclass,22,1,22,1,22,1,22,1
119060,Burkholderiaceae,family,94,30,94,30,94,30,94,30
208544,uncultured Burkholderiales bacterium,species,40,0,40,0,40,0,40,0
126514,environmental samples,no rank,3,0,3,0,3,0,3,0
1198,Phormidium,genus,8,1,8,1,8,1,8,1
46255,Weissella,genus,1,0,1,0,1,0,1,0
204457,Sphingomonadales,order,179,21,179,21,179,21,179,21
712625,Streptococcus sp. oral taxon 065,species,2,0,2,0,2,0,2,0
454938,uncultured Ktedobacteria bacterium,species,1,0,1,0,1,0,1,0
135616,Piscirickettsiaceae,family,1,0,1,0,1,0,1,0
1343,Streptococcus vestibularis,species,8,0,8,0,8,0,8,0
315537,Pseudomonas sp. EBPR-2,species,1,0,1,0,1,0,1,0
302592,Pseudomonas sp. '5.5 MW-2',species,9,0,9,0,9,0,9,0
519778,eubacterium sp. 17-3,species,2,0,2,0,2,0,2,0
259945,uncultured Microcoleus sp.,species,1,0,1,0,1,0,1,0
32066,Fusobacteria,phylum,147,115,147,115,147,115,147,115
875232,Arthrobacter sp. R-36708,species,1,0,1,0,1,0,1,0
388447,Ktedonobacteria,class,5,0,5,0,5,0,5,0
2742,Marinobacter,genus,11,1,11,1,11,1,11,1
400091,Hymenobacter xinjiangensis,species,2,0,2,0,2,0,2,0
511792,uncultured Pleurocapsa sp.,species,1,0,1,0,1,0,1,0
28209,Chelatococcus,genus,9,0,9,0,9,0,9,0
260759,uncultured Ideonella sp.,species,11,0,11,0,11,0,11,0
747615,Pseudomonas sp. 37(2010),species,1,0,1,0,1,0,1,0
33886,Rathayibacter,genus,1,1,1,1,1,1,1,1
259013,uncultured Carnobacterium sp.,species,2,4,2,4,2,4,2,4
1034523,Arthrobacter sp. bB39(2011),species,1,0,1,0,1,0,1,0
246143,uncultured Sphingobacteria bacterium,species,1,0,1,0,1,0,1,0
666506,Phycisphaerales,order,1,0,1,0,1,0,1,0
658159,environmental samples,no rank,2,0,2,0,2,0,2,0
345354,Nocardioides sp. MI-59a,species,1,0,1,0,1,0,1,0
1048982,Zhihengliuella sp. H4(2011),species,1,0,1,0,1,0,1,0
204037,Dickeya,genus,4,0,4,0,4,0,4,0
934735,Alcanivorax sp. enrichment culture clone M81C96,species,1,0,1,0,1,0,1,0
872104,Kocuria sp. CR312,species,1,0,1,0,1,0,1,0
115413,uncultured marine crenarchaeote,species,1,0,1,0,1,0,1,0
296980,Pseudomonas sp. HHS8,species,1,0,1,0,1,0,1,0
453415,uncultured Aquificae bacterium,species,3,0,3,0,3,0,3,0
266808,Thalassobacter,genus,1,0,1,0,1,0,1,0
339,Xanthomonas campestris,species,3,0,3,0,3,0,3,0
110168,uncultured Nitrosomonas SM-50,species,1,0,1,0,1,0,1,0
759355,uncultured Candidatus Accumulibacter sp.,species,1,0,1,0,1,0,1,0
91347,Enterobacteriales,order,68,4,68,4,68,4,68,4
1170167,Streptococcus sp. L1997,species,534,0,534,0,534,0,534,0
110932,Leifsonia,genus,12,0,12,0,12,0,12,0
701184,Pseudomonas sp. D50,species,5,0,5,0,5,0,5,0
283686,Kosakonia radicincitans,species,1,0,1,0,1,0,1,0
259267,environmental samples,no rank,2,0,2,0,2,0,2,0
332156,Pseudomonas sp. 14R6-101,species,1,0,1,0,1,0,1,0
1177582,Carnobacterium sp. 'eilaticum 021211',species,4,0,4,0,4,0,4,0
310066,environmental samples,no rank,1,0,1,0,1,0,1,0
1151594,Propionibacterium sp. canine oral taxon 321,species,3,0,3,0,3,0,3,0
103960,unclassified Pseudonocardiaceae,no rank,2,0,2,0,2,0,2,0
225453,Yaniella halotolerans,species,1,0,1,0,1,0,1,0
293334,environmental samples,no rank,3,0,3,0,3,0,3,0
934106,Streptococcus sp. SCA22,species,1,0,1,0,1,0,1,0
163517,environmental samples,no rank,3,0,3,0,3,0,3,0
1142351,Pseudomonas sp. AaM31b,species,2,0,2,0,2,0,2,0
745002,OM182 clade,no rank,1,0,1,0,1,0,1,0
367516,uncultured Leucobacter sp.,species,1,0,1,0,1,0,1,0
1172285,Microbacterium sp. MVC14,species,1,0,1,0,1,0,1,0
180541,Salinisphaera,genus,7,0,7,0,7,0,7,0
42054,Chromohalobacter,genus,1,0,1,0,1,0,1,0
85023,Microbacteriaceae,family,82,12,82,12,82,12,82,12
1257,Peptostreptococcus,genus,2,0,2,0,2,0,2,0
204773,Herminiimonas arsenicoxydans,species,2,2,2,2,2,2,2,2
114715,uncultured Ralstonia sp.,species,35,3,35,3,35,3,35,3
65047,Mitsuaria,genus,15,0,15,0,15,0,15,0
44474,Pleurocapsa,genus,8,0,8,0,8,0,8,0
409010,Pseudomonas sp. s7(2006),species,1,0,1,0,1,0,1,0
41293,unclassified Acetobacteraceae,no rank,28,0,28,0,28,0,28,0
354120,uncultured Rhodospirillum sp.,species,2,0,2,0,2,0,2,0
227866,Bacillus tequilensis,species,2,0,2,0,2,0,2,0
257460,uncultured Mycobacteriaceae bacterium,species,17,0,17,0,17,0,17,0
1017,Capnocytophaga gingivalis,species,7,5,7,5,7,5,7,5
246875,Algoriphagus,genus,1,0,1,0,1,0,1,0
1195499,Cellulosimicrobium sp. RAG-38,species,1,0,1,0,1,0,1,0
1254,Pediococcus acidilactici,species,1,0,1,0,1,0,1,0
160238,uncultured Cytophaga sp.,species,1,0,1,0,1,0,1,0
1125,Microcystis,genus,4,0,4,0,4,0,4,0
89310,environmental samples,no rank,3,0,3,0,3,0,3,0
1008307,Maricurvus nonylphenolicus,species,1,0,1,0,1,0,1,0
198240,uncultured methanogenic archaeon,species,2,0,2,0,2,0,2,0
195047,environmental samples,no rank,4,0,4,0,4,0,4,0
417120,Pseudomonas sp. ZQM3,species,2,0,2,0,2,0,2,0
221301,Westiellopsis sp. 985-1,species,2,0,2,0,2,0,2,0
1694,Bifidobacterium pseudolongum,species,0,1,0,1,0,1,0,1
582477,environmental samples,no rank,7,0,7,0,7,0,7,0
564877,Pseudomonas sp. IST112,species,1,0,1,0,1,0,1,0
572511,Blautia,genus,1,0,1,0,1,0,1,0
183925,Methanobacteria,class,16,0,16,0,16,0,16,0
671172,environmental samples,no rank,1,0,1,0,1,0,1,0
186053,uncultured Hydrogenophilus sp.,species,2,0,2,0,2,0,2,0
909929,Selenomonadales,order,475,17,475,17,475,17,475,17
413897,environmental samples,no rank,4,0,4,0,4,0,4,0
499,Thermomicrobium,genus,56,3,56,3,56,3,56,3
859040,actinobacterium enrichment culture clone BF64A_C5,species,2,0,2,0,2,0,2,0
36866,unclassified Enterobacteriaceae (miscellaneous),no rank,1,0,1,0,1,0,1,0
1190565,Vagococcus sp. SVI4,species,2,0,2,0,2,0,2,0
131567,cellular organisms,no rank,30112,18814,30112,18814,30112,18814,30112,18814
157687,Leptotrichia wadei,species,16,7,16,7,16,7,16,7
324854,Bacillus niabensis,species,1,0,1,0,1,0,1,0
29489,Aeromonas enteropelogenes,species,1,0,1,0,1,0,1,0
259322,uncultured Chryseobacterium sp.,species,2,0,2,0,2,0,2,0
651869,Pedobacter yonginense,species,3,0,3,0,3,0,3,0
487349,uncultured Tetrasphaera sp.,species,8,0,8,0,8,0,8,0
162027,Haliangium,genus,2,0,2,0,2,0,2,0
1224416,Lactococcus sp. TSB11,species,6,0,6,0,6,0,6,0
91061,Bacilli,class,9138,4931,9138,4931,9138,4931,9138,4931
459262,uncultured Gemmata sp.,species,1,0,1,0,1,0,1,0
881616,Herbiconiux,genus,1,0,1,0,1,0,1,0
1172,Anabaena variabilis,species,8,0,8,0,8,0,8,0
1219647,Veillonella sp. S4-AA2-6,species,1,0,1,0,1,0,1,0
397590,environmental samples,no rank,1,0,1,0,1,0,1,0
334107,Conchiformibius,genus,1,0,1,0,1,0,1,0
1043601,Gordonia sp. 48,species,5,0,5,0,5,0,5,0
89312,environmental samples,no rank,277,0,277,0,277,0,277,0
290602,uncultured Roseiflexus sp.,species,5,0,5,0,5,0,5,0
131550,Fibrobacteres/Acidobacteria group,superphylum,294,16,294,16,294,16,294,16
165187,uncultured Bifidobacterium sp.,species,33,0,33,0,33,0,33,0
883079,Afipia clevelandensis ATCC 49720,no rank,0,1,0,1,0,1,0,1
255727,Coriobacterineae,suborder,9,4,9,4,9,4,9,4
150122,Curtobacterium herbarum,species,1,0,1,0,1,0,1,0
1224513,Roseomonas aerophila,species,108,0,108,0,108,0,108,0
626076,environmental samples,no rank,3,0,3,0,3,0,3,0
286130,Sulfuricurvum,genus,1,0,1,0,1,0,1,0
337815,uncultured Planococcus sp.,species,1,0,1,0,1,0,1,0
394505,Salirhabdus,genus,1,0,1,0,1,0,1,0
1185792,Lactococcus sp. enrichment culture clone V-S2/V-S3_7,species,6,0,6,0,6,0,6,0
211449,environmental samples,no rank,2,0,2,0,2,0,2,0
447058,uncultured Enterococcaceae bacterium,species,425,0,425,0,425,0,425,0
203683,Planctomycetia,class,216,78,216,78,216,78,216,78
590879,Pantoea sp. A-Se-D-12-1,species,1,0,1,0,1,0,1,0
477667,Agrobacterium sp. YT0023,species,5,0,5,0,5,0,5,0
1224631,Microcystis ramosa VN519,no rank,1,0,1,0,1,0,1,0
305190,Comamonadaceae bacterium Ellin5428,species,1,0,1,0,1,0,1,0
218083,environmental samples,no rank,2,0,2,0,2,0,2,0
305355,uncultured Chlamydiae bacterium,species,1,0,1,0,1,0,1,0
62269,environmental samples,no rank,15,0,15,0,15,0,15,0
157276,uncultured Rhodobacteraceae bacterium,species,6,0,6,0,6,0,6,0
543117,environmental samples,no rank,1,0,1,0,1,0,1,0
162171,Magnetococcus,genus,4,0,4,0,4,0,4,0
168104,environmental samples,no rank,1,0,1,0,1,0,1,0
337814,environmental samples,no rank,1,0,1,0,1,0,1,0
158753,uncultured Aquabacterium sp.,species,1,0,1,0,1,0,1,0
354276,Enterobacter cloacae complex,species group,7,0,7,0,7,0,7,0
135058,environmental samples,no rank,44,0,44,0,44,0,44,0
367160,Pseudomonas sp. R-1,species,2,0,2,0,2,0,2,0
83828,Brevibacterium avium,species,7,0,7,0,7,0,7,0
448362,Pseudomonas sp. Z98,species,2,0,2,0,2,0,2,0
157176,uncultured Nitrospira sp.,species,1,0,1,0,1,0,1,0
104087,Pseudomonas frederiksbergensis,species,1,0,1,0,1,0,1,0
160487,Paenibacillus turicensis,species,3,0,3,0,3,0,3,0
693222,Gloeocapsopsis,genus,2,0,2,0,2,0,2,0
1221378,environmental samples,no rank,2,0,2,0,2,0,2,0
357665,Halomonas sp. B-3049,species,1,0,1,0,1,0,1,0
159273,uncultured Capnocytophaga sp.,species,26,0,26,0,26,0,26,0
29442,Pseudomonas tolaasii,species,3,0,3,0,3,0,3,0
332970,uncultured Anabaena sp.,species,3,0,3,0,3,0,3,0
114050,uncultured Arthrobacter sp.,species,41,1,41,1,41,1,41,1
35766,environmental samples,no rank,902,71,902,71,902,71,902,71
931999,environmental samples,no rank,4,0,4,0,4,0,4,0
944322,Methylobacterium oxalidis,species,2,0,2,0,2,0,2,0
257465,uncultured Verrucomicrobia subdivision 3 bacterium,species,1,0,1,0,1,0,1,0
179109,uncultured Nitrospina sp.,species,1,0,1,0,1,0,1,0
263763,uncultured Aeromonas sp.,species,3,0,3,0,3,0,3,0
946042,Klebsiella sp. enrichment culture clone CL108,species,1,0,1,0,1,0,1,0
436532,Pseudomonas sp. R-31817,species,1,0,1,0,1,0,1,0
655782,Pseudomonas sp. RARE-37/09,species,1,0,1,0,1,0,1,0
239735,uncultured Flexibacteraceae bacterium,species,0,12,0,12,0,12,0,12
204458,Caulobacterales,order,108,8,108,8,108,8,108,8
72294,Campylobacteraceae,family,10,6,10,6,10,6,10,6
198093,Roseomonas ludipueritiae,species,3,12,3,12,3,12,3,12
352,Azotobacter,genus,2,0,2,0,2,0,2,0
748519,Lactobacillus sp. AB5216-2,species,4,0,4,0,4,0,4,0
118884,unclassified Gammaproteobacteria,no rank,36,1,36,1,36,1,36,1
159447,uncultured Corynebacterium sp.,species,116,1,116,1,116,1,116,1
73639,environmental samples,no rank,1,0,1,0,1,0,1,0
186825,unclassified Bacillales,no rank,1,0,1,0,1,0,1,0
122612,unclassified Sphingomonadaceae (miscellaneous),no rank,4,0,4,0,4,0,4,0
45404,Beijerinckiaceae,family,12,0,12,0,12,0,12,0
468546,Pseudomonas sp. CT19,species,2,0,2,0,2,0,2,0
344912,Pseudomonas sp. QD_SGD,species,10,0,10,0,10,0,10,0
157466,uncultured Armatimonadetes bacterium,species,5,0,5,0,5,0,5,0
296234,anaerobic bacterium EtOH8,species,2,0,2,0,2,0,2,0
453410,uncultured Collimonas sp.,species,1,0,1,0,1,0,1,0
54306,Planktothrix mougeotii,species,1,0,1,0,1,0,1,0
1082935,environmental samples,no rank,2,0,2,0,2,0,2,0
1117647,Simiduia agarivorans SA1 = DSM 21679,no rank,1,0,1,0,1,0,1,0
239732,uncultured Methylophilaceae bacterium,species,6,0,6,0,6,0,6,0
458248,uncultured Aminobacter sp.,species,1,0,1,0,1,0,1,0
1221952,Pseudomonas sp. SOD-1310,species,2,0,2,0,2,0,2,0
57495,Dermacoccus,genus,24,1,24,1,24,1,24,1
547401,Bacillus sp. SeAG 1,species,1,0,1,0,1,0,1,0
335988,environmental samples,no rank,1,0,1,0,1,0,1,0
2055,Gordonia terrae,species,4,0,4,0,4,0,4,0
224372,Alcanivoracaceae,family,4,0,4,0,4,0,4,0
303758,environmental samples,no rank,1,0,1,0,1,0,1,0
49082,Candidatus Arthromitus,genus,3,0,3,0,3,0,3,0
1187891,Microvirga sp. 109,species,1,0,1,0,1,0,1,0
459520,Neptuniibacter,genus,3,0,3,0,3,0,3,0
1009376,Deinococcus sp. WLSH-59,species,2,0,2,0,2,0,2,0
563585,Terrabacter sp. 13648C,species,2,0,2,0,2,0,2,0
1178477,Cellulosimicrobium sp. BJGMM-B34,species,1,0,1,0,1,0,1,0
81440,unclassified Caulobacteraceae,no rank,1,0,1,0,1,0,1,0
337870,Flavobacterium sp. iMTIII21,species,1,0,1,0,1,0,1,0
309788,Lysinibacillus boronitolerans,species,1,0,1,0,1,0,1,0
444,Legionellaceae,family,4,0,4,0,4,0,4,0
312019,uncultured Candidatus Entotheonella sp.,species,1,0,1,0,1,0,1,0
221080,uncultured Acidisphaera sp.,species,1,0,1,0,1,0,1,0
947779,Roseomonas sp. Hotant7,species,10,0,10,0,10,0,10,0
458247,environmental samples,no rank,1,0,1,0,1,0,1,0
947720,Belnapia sp. Ulugqat14,species,1,0,1,0,1,0,1,0
360909,uncultured Pelomonas sp.,species,7,0,7,0,7,0,7,0
81852,Enterococcaceae,family,474,6,474,6,474,6,474,6
129591,environmental samples,no rank,23,0,23,0,23,0,23,0
1202464,Dehalococcoidaceae,family,1,0,1,0,1,0,1,0
1081205,Rathayibacter sp. Y6-20-3,species,1,0,1,0,1,0,1,0
384173,Carnobacteriaceae bacterium KVD-1959-06,species,345,0,345,0,345,0,345,0
218034,uncultured Enterobacteriaceae bacterium,species,10,0,10,0,10,0,10,0
1831,Rhodococcus sp.,species,2,0,2,0,2,0,2,0
29,Myxococcales,order,41,0,41,0,41,0,41,0
267890,Shewanellaceae,family,3,0,3,0,3,0,3,0
623957,Corynebacterium sp. UST050418-117,species,6,0,6,0,6,0,6,0
312866,environmental samples,no rank,2,0,2,0,2,0,2,0
56766,environmental samples,no rank,5,0,5,0,5,0,5,0
64159,Desulfurobacterium,genus,1,0,1,0,1,0,1,0
430694,environmental samples,no rank,1,0,1,0,1,0,1,0
149698,Massilia,genus,4,0,4,0,4,0,4,0
237139,Lactobacillus sp. CL8,species,5,0,5,0,5,0,5,0
201354,uncultured Riemerella sp.,species,1,0,1,0,1,0,1,0
326523,Neisseria zoodegmatis,species,2,0,2,0,2,0,2,0
227292,Sinorhizobium/Ensifer group,no rank,2,0,2,0,2,0,2,0
171558,unclassified Bacteroidetes,no rank,1,0,1,0,1,0,1,0
483173,Acinetobacter sp. B135,species,1,0,1,0,1,0,1,0
279,Xanthobacter,genus,4,4,4,4,4,4,4,4
1114535,Janibacter sp. LC380,species,1,0,1,0,1,0,1,0
215910,unclassified Sorangiineae,no rank,1,0,1,0,1,0,1,0
117608,environmental samples,no rank,20,0,20,0,20,0,20,0
573272,Staphylococcus sp. AG01-2,species,1,0,1,0,1,0,1,0
340358,environmental samples,no rank,2,0,2,0,2,0,2,0
476540,Pseudomonas sp. B64(2007),species,2,0,2,0,2,0,2,0
49546,Flavobacteriaceae,family,92,55,92,55,92,55,92,55
1179329,Pseudomonas sp. AMF1271b,species,1,0,1,0,1,0,1,0
712408,Neisseria sp. oral taxon F88,species,2,0,2,0,2,0,2,0
417996,environmental samples,no rank,1,0,1,0,1,0,1,0
203263,Corynebacterium aquilae,species,1,0,1,0,1,0,1,0
943879,Bradyrhizobium sp. R-46313,species,1,0,1,0,1,0,1,0
28026,Bifidobacterium pseudocatenulatum,species,2,1,2,1,2,1,2,1
2737,Vagococcus,genus,10,0,10,0,10,0,10,0
238198,environmental samples,no rank,8,0,8,0,8,0,8,0
2371,Xylella fastidiosa,species,3,0,3,0,3,0,3,0
996541,Pseudomonas sp. HA-OP14,species,5,0,5,0,5,0,5,0
1568,Quinella ovalis,species,1,0,1,0,1,0,1,0
670391,Brasilonema roberti-lamyi str. los manantiales1,no rank,2,0,2,0,2,0,2,0
297314,uncultured Lachnospiraceae bacterium,species,36,2,36,2,36,2,36,2
430571,Bradyrhizobium sp. A29,species,1,0,1,0,1,0,1,0
2,Bacteria,superkingdom,30085,18808,30085,18808,30085,18808,30085,18808
57044,Afipia genosp. 12,species,7,0,7,0,7,0,7,0
239739,uncultured Oscillatoria sp.,species,2,0,2,0,2,0,2,0
436101,Aeromonas sp. IGCAR-23/07,species,1,0,1,0,1,0,1,0
29407,Rhodoplanes,genus,1,0,1,0,1,0,1,0
55565,Actinomyces graevenitzii,species,3,0,3,0,3,0,3,0
192093,bacterium Ellin209,species,1,0,1,0,1,0,1,0
1035205,Methylobacterium sp. C61,species,16,0,16,0,16,0,16,0
712952,Clostridiales bacterium oral taxon E16,species,3,0,3,0,3,0,3,0
1169611,Pseudomonas sp. BAB1458,species,9,0,9,0,9,0,9,0
1181227,Rhodococcus sp. SaPS19,species,1,0,1,0,1,0,1,0
768,Anaplasma,genus,1,0,1,0,1,0,1,0
1179351,Pseudomonas sp. AMF2809B,species,2,0,2,0,2,0,2,0
754971,Dietzia sp. MJ217,species,1,0,1,0,1,0,1,0
204719,environmental samples,no rank,1,0,1,0,1,0,1,0
308016,Arthrobacter sp. HF-2,species,1,0,1,0,1,0,1,0
83427,uncultured Streptococcus sp.,species,2329,22,2329,22,2329,22,2329,22
169973,uncultured Massilia sp.,species,1,0,1,0,1,0,1,0
1109001,Streptomycetaceae bacterium S3,species,142,0,142,0,142,0,142,0
29384,Staphylococcus kloosii,species,14,0,14,0,14,0,14,0
1224358,Corynebacterium sp. enrichment culture clone TVH007.03.3,species,2,0,2,0,2,0,2,0
988945,Loriellopsis,genus,1,0,1,0,1,0,1,0
48468,environmental samples,no rank,3,0,3,0,3,0,3,0
200449,uncultured Lautropia sp.,species,0,1,0,1,0,1,0,1
305579,Flavobacterium sp. MMA/2,species,1,0,1,0,1,0,1,0
68569,Sphingomonas leidyi,species,5,0,5,0,5,0,5,0
1280,Staphylococcus aureus,species,3,0,3,0,3,0,3,0
666505,Phycisphaerae,class,1,0,1,0,1,0,1,0
587753,Pseudomonas chlororaphis,species,2,1,2,1,2,1,2,1
187072,Clostridium sp. Dex60-75,species,1,0,1,0,1,0,1,0
32011,Methylophilaceae,family,8,0,8,0,8,0,8,0
1180464,Psychromonas sp. KJF15-12,species,4,0,4,0,4,0,4,0
259956,environmental samples,no rank,12,0,12,0,12,0,12,0
1151593,Propionibacterium sp. canine oral taxon 300,species,1,0,1,0,1,0,1,0
62104,environmental samples,no rank,696,3,696,3,696,3,696,3
903898,Acinetobacter baumannii Naval-81,no rank,1,0,1,0,1,0,1,0
1046,Chromatiaceae,family,2,0,2,0,2,0,2,0
747,Pasteurella multocida,species,2,0,2,0,2,0,2,0
90628,environmental samples,no rank,12,0,12,0,12,0,12,0
378201,Pseudomonas sp. 6S3C,species,1,0,1,0,1,0,1,0
1187890,Microbacterium sp. 148,species,2,0,2,0,2,0,2,0
1048386,Nocardia sp. J1(2011),species,2,0,2,0,2,0,2,0
118,Planctomyces,genus,1,0,1,0,1,0,1,0
1004305,Aphanothece stagnina,species,10,0,10,0,10,0,10,0
1165547,Clostridium sp. enrichment culture clone I7,species,2,0,2,0,2,0,2,0
268966,unclassified Carnobacteriaceae,no rank,345,0,345,0,345,0,345,0
1108992,Moraxellaceae bacterium CH22,species,18,0,18,0,18,0,18,0
220086,Pseudomonas sp. NN018616,species,2,0,2,0,2,0,2,0
374,Bradyrhizobium,genus,115,10,115,10,115,10,115,10
246139,uncultured Pedobacter sp.,species,2,0,2,0,2,0,2,0
1653,Corynebacteriaceae,family,178,38,178,38,178,38,178,38
400531,environmental samples,no rank,1,0,1,0,1,0,1,0
204447,Skermanella,genus,1,0,1,0,1,0,1,0
417373,Lactobacillus equigenerosi,species,1,0,1,0,1,0,1,0
988947,Loriellopsis cavernicola LF-B5,no rank,1,0,1,0,1,0,1,0
1182570,Deinococcus sp. DY37,species,2,0,2,0,2,0,2,0
455652,Vibrio sp. PC-3,species,2,0,2,0,2,0,2,0
136842,Pseudomonas chlororaphis group,species group,2,1,2,1,2,1,2,1
136072,Dolichospermum planctonicum,species,0,1,0,1,0,1,0,1
1191687,uncultured Ignavibacteriales bacterium,species,1,0,1,0,1,0,1,0
231479,environmental samples,no rank,2,0,2,0,2,0,2,0
200476,Methylobacterium podarium,species,1,0,1,0,1,0,1,0
57697,environmental samples,no rank,450,1,450,1,450,1,450,1
211454,uncultured Rhodoplanes sp.,species,1,0,1,0,1,0,1,0
1113771,Spirosoma sp. NBRC 101364,species,1,0,1,0,1,0,1,0
508731,Pseudomonas sp. 17 GUW,species,1,0,1,0,1,0,1,0
49118,Candidatus Arthromitus sp. SFB-mouse,species,3,0,3,0,3,0,3,0
518123,Anabaena iyengarii,species,2,0,2,0,2,0,2,0
417357,uncultured Salinivibrio sp.,species,1,0,1,0,1,0,1,0
1048394,Compostimonas suwonensis,species,2,0,2,0,2,0,2,0
1084424,Herbiconiux sp. SS04-01,species,1,0,1,0,1,0,1,0
406149,Agrococcus sp. m8-43,species,4,0,4,0,4,0,4,0
129688,environmental samples,no rank,10,0,10,0,10,0,10,0
1011,Sporocytophaga,genus,1,0,1,0,1,0,1,0
751952,uncultured Cyanobacterium sp.,species,32,0,32,0,32,0,32,0
1117110,Pseudomonas chlororaphis subsp. chlororaphis GP72,no rank,1,0,1,0,1,0,1,0
846,Oxalobacter,genus,3,0,3,0,3,0,3,0
325819,Fusobacterium sp. oral clone ASCF11,species,9,0,9,0,9,0,9,0
1164882,Lachnoanaerobaculum,genus,1,0,1,0,1,0,1,0
357884,Nostoc sp. 'Stereocaulon exutum cyanobiont',species,2,0,2,0,2,0,2,0
85001,Sphaerobacterales,order,22,1,22,1,22,1,22,1
87882,Burkholderia cepacia complex,species group,2,0,2,0,2,0,2,0
454115,uncultured Azotobacter sp.,species,2,0,2,0,2,0,2,0
903900,Acinetobacter radioresistens WC-A-157,no rank,2,0,2,0,2,0,2,0
147207,Collinsella intestinalis,species,3,0,3,0,3,0,3,0
2419,Thermotogales,order,9,0,9,0,9,0,9,0
187379,uncultured Marinobacter sp.,species,3,1,3,1,3,1,3,1
685778,Sphingomonas sp. PR090111-T3T-6A,species,2,0,2,0,2,0,2,0
1122269,alpha proteobacterium PIII-38b,species,1,0,1,0,1,0,1,0
413,Methylococcus,genus,1,0,1,0,1,0,1,0
644515,Pseudomonas sp. S3,species,1,0,1,0,1,0,1,0
1219610,Fusobacterium sp. S4-C1,species,12,0,12,0,12,0,12,0
988873,Modestobacter sp. FXJ8.086,species,1,0,1,0,1,0,1,0
119224,Streptococcus phocae,species,6,0,6,0,6,0,6,0
1180343,Paracoccus sp. KJF6-16,species,5,0,5,0,5,0,5,0
195049,uncultured Clostridiaceae bacterium,species,4,0,4,0,4,0,4,0
412042,environmental samples,no rank,1,0,1,0,1,0,1,0
701131,Streptococcus sp. oral clone 8-50,species,18,0,18,0,18,0,18,0
